120.111	1038.16
120.505	1039.35
120.899	1040.11
121.293	1039.54
121.687	1039.26
122.081	1039.1
122.474	1039.15
122.868	1039.44
123.261	1039.97
123.655	1040.5
124.048	1041.09
124.442	1041.69
124.834	1041.8
125.227	1041.79
125.621	1041.88
126.014	1041.52
126.407	1041.03
126.8	1040.48
127.192	1039.8
127.585	1038.74
127.978	1037.95
128.369	1037.25
128.762	1036.69
129.155	1036.35
129.546	1036.38
129.939	1036.27
130.331	1036.06
130.723	1035.91
131.114	1035.88
131.507	1036.02
131.898	1036.51
132.29	1037.15
132.682	1037.84
133.074	1038.52
133.465	1039.28
133.856	1039.82
134.248	1040.36
134.639	1040.61
135.029	1040.79
135.42	1040.84
135.812	1040.33
136.203	1039.83
136.593	1039.32
136.984	1038.89
137.374	1038.51
137.766	1038.19
138.156	1038.24
138.546	1038.19
138.937	1038.14
139.327	1038.11
139.717	1038.14
140.107	1038.22
140.497	1038.46
140.887	1038.78
141.277	1039.43
141.667	1040.07
142.056	1040.72
142.446	1041.13
142.835	1041.46
143.225	1041.7
143.615	1041.88
144.003	1042.07
144.393	1041.81
144.782	1041.33
145.171	1040.76
145.56	1040.2
145.949	1039.73
146.338	1039.3
146.726	1038.9
147.115	1038.56
147.503	1038.33
147.892	1038.22
148.28	1038.16
148.669	1038.31
149.057	1038.51
149.446	1038.82
149.833	1039.22
150.222	1039.68
150.61	1040.24
150.997	1040.74
151.386	1041.12
151.773	1041.53
152.16	1042.15
152.549	1042.8
152.936	1043.09
153.323	1043.11
153.71	1043.46
154.098	1044.19
154.485	1044.92
154.872	1045.88
155.259	1046.86
155.646	1047.61
156.033	1048.45
156.419	1049.51
156.806	1050.56
157.193	1051.68
157.579	1052.65
157.966	1052.96
158.352	1053.92
158.739	1054.83
159.125	1055.51
159.511	1055.66
159.897	1055.42
160.283	1055.1
160.669	1054.58
161.055	1054.06
161.441	1053.31
161.827	1052.51
162.212	1051.73
162.597	1050.92
162.983	1050.1
163.369	1049.08
163.753	1048.37
164.139	1047.29
164.523	1046.23
164.909	1045.19
165.294	1044.23
165.679	1043.3
166.064	1042.42
166.448	1041.6
166.833	1040.85
167.217	1040.16
167.601	1039.57
167.986	1039
168.37	1038.51
168.755	1038.09
169.139	1037.9
169.523	1037.8
169.908	1037.79
170.291	1037.83
170.675	1037.93
171.058	1038.01
171.443	1037.81
171.826	1037.35
172.21	1037.37
172.593	1037.43
172.976	1037.67
173.36	1038.03
173.743	1037.89
174.126	1037.67
174.509	1037.51
174.892	1037.34
175.275	1037.45
175.658	1037.81
176.04	1038
176.423	1037.96
176.806	1037.94
177.189	1038.1
177.571	1038.52
177.954	1038.48
178.336	1038.45
178.718	1038.42
179.1	1038.37
179.482	1038.29
179.864	1037.99
180.247	1037.76
180.628	1037.43
181.01	1036.99
181.392	1036.58
181.773	1036.21
182.155	1035.9
182.535	1035.83
182.917	1035.83
183.299	1035.97
183.68	1036.12
184.061	1036.19
184.442	1036.32
184.823	1036.45
185.204	1036.61
185.584	1036.5
185.965	1036.46
186.346	1036.38
186.727	1036.26
187.107	1036.18
187.487	1035.52
187.868	1035.18
188.248	1034.9
188.628	1034.7
189.008	1034.54
189.389	1034.46
189.768	1034.52
190.148	1034.66
190.528	1035
190.907	1035.44
191.287	1035.93
191.666	1036.29
192.046	1036.65
192.426	1036.99
192.805	1037.3
193.184	1036.98
193.564	1036.33
193.943	1035.62
194.322	1034.97
194.7	1034.43
195.079	1034.02
195.458	1033.92
195.836	1034.11
196.215	1034.68
196.594	1035.44
196.973	1036.17
197.35	1036.24
197.729	1036.29
198.107	1036.46
198.486	1036.7
198.863	1037.12
199.241	1037.08
199.619	1037.87
199.997	1038.47
200.375	1039.01
200.752	1039.92
201.13	1040.53
201.508	1040.78
201.885	1040.59
202.263	1040.23
202.639	1041.16
203.017	1042.67
203.394	1045.08
203.771	1048.01
204.148	1049.59
204.524	1049.97
204.902	1047.78
205.278	1043.27
205.655	1040.03
206.032	1037.21
206.408	1035.8
206.784	1034.82
207.161	1034.3
207.537	1034.93
207.913	1036.1
208.289	1036.74
208.665	1037.21
209.042	1037.31
209.418	1036.96
209.793	1036.62
210.169	1036.51
210.545	1036.5
210.92	1036.51
211.296	1036.43
211.671	1036.28
212.046	1036.17
212.422	1036.04
212.797	1035.96
213.172	1036.11
213.547	1036.16
213.922	1036.26
214.297	1036.37
214.671	1036.54
215.046	1036.68
215.421	1036.58
215.796	1036.46
216.17	1036.41
216.544	1036.7
216.919	1037.21
217.293	1037.63
217.667	1037.82
218.041	1037.37
218.415	1036.96
218.789	1036.63
219.163	1036.18
219.537	1035.87
219.91	1035.67
220.284	1035.66
220.657	1035.81
221.031	1036.1
221.404	1036.19
221.778	1036.21
222.151	1036.3
222.525	1036.37
222.897	1036.06
223.27	1035.15
223.643	1034.31
224.016	1034
224.388	1033.99
224.762	1034.24
225.134	1034.66
225.506	1035.23
225.88	1035.72
226.252	1036.33
226.624	1036.96
226.996	1037.26
227.368	1037.4
227.741	1037.4
228.113	1037.39
228.484	1037.25
228.856	1037.08
229.228	1036.96
229.6	1036.94
229.971	1036.91
230.343	1036.9
230.714	1036.89
231.085	1036.88
231.457	1036.89
231.828	1036.91
232.199	1036.93
232.57	1036.96
232.942	1036.99
233.313	1036.9
233.683	1036.74
234.054	1036.55
234.424	1036.55
234.795	1036.38
235.166	1036.39
235.536	1036.49
235.906	1036.54
236.277	1036.57
236.647	1036.43
237.017	1036.55
237.387	1036.76
237.757	1037.05
238.127	1036.9
238.497	1036.87
238.866	1036.94
239.237	1037.03
239.606	1036.98
239.976	1036.64
240.345	1036.04
240.714	1035.57
241.083	1035.31
