101.384	516
102.494	511.497
103.604	527.244
104.716	607.491
105.826	847.988
106.936	860.735
108.045	662.732
109.156	539.229
110.265	483.477
111.375	482.224
112.484	482.471
113.592	548.968
114.701	600.215
115.811	604.712
116.919	603.709
118.028	534.956
119.136	501.203
120.243	479.95
121.351	551.947
122.459	670.194
123.566	606.941
124.673	523.688
125.78	465.436
126.887	508.683
127.994	542.18
129.099	546.677
130.206	568.174
131.312	502.671
132.418	483.918
133.524	461.415
134.63	486.662
135.734	482.659
136.84	511.406
137.945	617.153
139.05	611.9
140.154	551.147
141.259	482.145
142.363	456.892
143.466	478.139
144.571	492.636
145.674	514.133
146.778	517.63
147.882	467.377
148.984	469.374
150.088	478.121
151.19	508.118
152.293	473.865
153.395	545.612
154.496	534.859
155.599	495.856
156.7	472.103
157.803	467.351
158.904	459.848
160.005	451.845
161.107	471.342
162.207	512.839
163.307	494.586
164.408	461.333
165.509	454.83
166.609	468.827
167.709	443.824
168.808	490.071
169.907	504.068
171.008	474.815
172.107	460.062
173.206	462.809
174.305	455.807
175.403	464.554
176.502	482.551
177.6	466.548
178.698	469.045
179.796	455.792
180.894	451.039
181.992	438.786
183.089	462.533
184.187	468.03
185.284	481.777
186.379	485.524
187.476	465.771
188.573	460.018
189.67	480.266
190.766	470.763
191.861	479.01
192.957	477.257
194.053	479.754
195.149	469.501
196.243	465.998
197.338	479.495
198.434	462.492
199.527	477.239
200.622	487.736
201.716	484.233
202.811	493.23
203.904	496.477
204.998	481.474
206.091	480.722
207.185	478.719
208.278	515.716
209.371	501.713
210.464	503.71
211.557	504.207
212.649	504.954
213.741	524.451
214.834	540.698
215.925	513.445
217.016	552.942
218.108	554.939
219.2	555.936
220.291	577.683
221.381	579.431
222.472	577.428
223.562	614.925
224.654	637.922
225.744	661.419
226.834	677.666
227.924	645.163
229.013	678.41
230.103	667.157
231.192	663.904
232.281	679.901
233.37	668.898
234.459	666.145
235.548	687.642
236.636	668.639
237.724	674.137
238.813	669.134
239.899	673.381
240.987	697.378
242.075	689.375
243.163	708.122
244.25	674.369
245.336	700.866
246.423	707.363
247.51	712.11
248.595	727.607
249.682	719.854
250.769	711.851
251.854	717.598
252.94	725.346
254.026	726.343
255.11	752.34
256.196	756.837
257.28	741.834
258.366	728.831
259.45	738.078
260.535	765.325
261.618	767.572
262.702	780.569
263.786	774.816
264.87	769.063
265.953	769.06
267.037	796.057
268.119	792.055
269.202	775.052
270.286	817.299
271.368	789.046
272.45	833.793
273.532	835.54
274.614	830.787
275.697	836.034
276.778	866.531
277.859	852.778
278.941	868.025
280.022	876.522
281.102	872.769
282.183	923.266
283.264	912.763
284.344	912.011
285.424	977.258
286.504	964.005
287.584	971.002
288.664	994.249
289.742	997.996
290.822	1017.49
291.901	1058.24
292.98	1082.74
294.059	1129.23
295.137	1164.48
296.215	1207.48
297.294	1286.23
298.372	1393.47
299.449	1514.22
300.527	1567.22
301.604	1555.21
302.682	1543.46
303.759	1501.46
304.836	1413.45
305.913	1297.45
306.989	1209.45
308.066	1191.45
309.141	1119.69
310.218	1118.44
311.293	1084.44
312.37	1051.68
313.445	1024.18
314.519	1011.18
315.595	1000.68
316.67	976.423
317.744	963.17
318.818	946.417
319.894	922.164
320.967	929.911
322.041	904.158
323.115	892.155
324.188	872.652
325.263	877.399
326.336	868.146
327.409	867.893
328.482	838.39
329.554	820.637
330.627	814.385
331.699	834.382
332.771	803.129
333.843	776.376
334.915	794.373
335.987	789.12
337.059	783.867
338.128	777.364
339.2	734.361
340.271	758.108
341.342	757.605
342.413	762.602
343.482	739.849
344.553	761.596
345.623	731.344
346.693	736.591
347.762	702.838
348.832	734.585
349.9	716.582
350.97	727.079
352.039	715.826
353.107	716.573
354.177	702.07
355.244	673.067
356.313	695.564
357.381	711.811
358.449	711.808
359.516	673.805
360.583	679.302
361.651	658.3
362.718	677.047
363.784	677.294
364.852	686.791
365.918	648.538
366.984	656.285
368.05	667.032
369.117	671.529
370.183	661.276
371.248	655.023
372.313	642.02
373.379	632.767
374.444	609.014
375.508	648.261
376.573	646.008
377.638	649.006
378.702	626.003
379.766	640.5
380.83	614.497
381.894	634.994
382.958	649.991
384.022	617.988
385.085	616.735
386.149	620.732
387.212	610.979
388.273	616.726
389.336	617.723
390.399	609.47
391.462	624.967
392.523	604.965
393.585	629.212
394.647	598.959
395.708	604.956
396.77	602.453
397.83	594.2
398.892	595.447
399.952	575.194
401.013	587.941
402.073	582.688
403.134	607.435
404.193	587.432
405.254	587.429
406.313	581.926
407.372	589.923
408.432	586.921
409.491	585.418
410.549	594.165
411.609	602.912
412.668	600.659
413.726	598.156
